ID;Pos;PointOrder;ZoneLightID
25101;-2105.929931640625,1080.8699951171875;33;2444
25102;-2026.77001953125,784.52099609375;34;2444
25103;-2593.143798828125,4886.36181640625;25;2444
25104;-2619.98486328125,3094.968017578125;1;2445
25105;-2778.701171875,3361.05078125;2;2445
25106;-3189.49609375,3809.19091796875;3;2445
25107;-3824.361083984375,4233.99072265625;4;2445
25108;-4617.94287109375,4301.6767578125;5;2445
25109;-5168.78125,4035.59375;6;2445
25110;-5411.5244140625,3631.802001953125;7;2445
25111;-5700.94873046875,3295.696533203125;8;2445
25112;-5920.35009765625,2964.259765625;9;2445
25113;-6130.9990234375,2643.32568359375;10;2445
25114;-6259.37255859375,2360.904541015625;11;2445
25115;-6180.01416015625,2253.537841796875;12;2445
25116;-5920.93359375,2225.52880859375;13;2445
25117;-5603.5009765625,2202.1884765625;14;2445
25118;-5444.78466796875,2176.513671875;15;2445
25119;-5300.07275390625,2097.155517578125;16;2445
25120;-5113.34765625,2078.483154296875;17;2445
25121;-5003.64697265625,2041.1378173828125;18;2445
25122;-4932.4580078125,2025.966552734375;19;2445
25123;-4882.27587890625,1987.4544677734375;20;2445
25124;-4825.09130859375,1929.1026611328125;21;2445
25125;-4730.56201171875,1944.2742919921875;22;2445
25126;-4644.20166015625,1990.95556640625;23;2445
25127;-4545.00390625,2025.9664306640625;24;2445
25128;-4471.48046875,1992.1226806640625;25;2445
25129;-4378.1181640625,1994.4566650390625;26;2445
25130;-4284.75634765625,2038.8038330078125;27;2445
25131;-4191.39306640625,2085.485107421875;28;2445
25132;-4084.026123046875,2148.5048828125;29;2445
25133;-4016.338623046875,2225.52880859375;30;2445
25134;-3962.655029296875,2311.889404296875;31;2445
25135;-3939.314208984375,2458.93505859375;32;2445
25136;-3894.967041015625,2631.65576171875;33;2445
25137;-3794.6025390625,2708.679931640625;34;2445
25138;-3738.585205078125,2886.06884765625;35;2445
25139;-3724.580810546875,3033.11474609375;36;2445
25140;-3570.53271484375,3035.448486328125;37;2445
25141;-3358.133056640625,3056.455322265625;38;2445
25142;-3068.709228515625,3089.132080078125;39;2445
25143;-2746.608642578125,3084.464111328125;40;2445
25144;-5708.5341796875,2234.864990234375;23;293
25145;-5512.47265625,2218.526611328125;24;293
25146;-5237.05322265625,2118.161376953125;26;293
25147;-5106.6376953125,2097.155517578125;27;293
25148;-4988.767578125,2063.311767578125;28;293
25149;-4914.0771484375,2055.14208984375;29;293
25150;-4880.2333984375,2009.6278076171875;30;293
25151;-4832.38525390625,1966.447509765625;31;293
25152;-4772.8662109375,1940.7730712890625;32;293
25153;-4704.01123046875,1988.62109375;33;293
25154;-4656.1630859375,2013.129150390625;34;293
25155;-4551.13037109375,2057.47607421875;35;293
25156;-4463.60302734375,2010.795166015625;36;293
25157;-4378.4091796875,2021.2977294921875;37;293
25158;-4289.7158203125,2063.311767578125;38;293
25159;-4197.51953125,2108.825439453125;39;293
25160;-4092.486572265625,2168.34423828125;40;293
25161;-4031.80126953125,2244.200927734375;41;293
25162;-3981.618408203125,2321.225341796875;42;293
25163;-3964.11328125,2457.76806640625;43;293
25164;-3912.763916015625,2633.989501953125;44;293
25165;-3812.3994140625,2725.01806640625;45;293
25166;-3755.21533203125,2891.903564453125;46;293
25167;-3581.327392578125,3062.2900390625;48;293
25168;-3505.470458984375,3090.298828125;49;293
25169;-3246.389892578125,3090.298828125;51;293
25170;-3071.334716796875,3118.307861328125;52;293
25171;-2876.440673828125,3122.975830078125;53;293
25172;-3023.50048828125,5434.3203125;24;2437
25173;-2927.3828125,5467.939453125;23;2437
25174;-2661.822509765625,5528.42822265625;22;2437
25175;-2336.462158203125,5424.58251953125;20;2437
25176;-2032.54345703125,5173.77587890625;18;2437
25177;-1601.7447509765625,5223.93701171875;16;2437
25178;-1374.543212890625,5055.7490234375;15;2437
25179;-1239.8173828125,4860.78369140625;13;2437
25180;-924.095947265625,4899.14306640625;11;2437
25181;-1832.9019775390625,5226.66650390625;17;2437
25182;-2260.748779296875,5291.58154296875;19;2437
25183;-2505.654052734375,5521.7333984375;21;2437
25184;-1319.954833984375,4936.2470703125;14;2437
25185;-1116.358642578125,4859.52978515625;12;2437
25186;-759.3278198242188,4983.4580078125;10;2437
25187;-628.022705078125,5160.49853515625;9;2437
25188;-501.4119567871094,5371.24951171875;8;2437
25189;-274.2104797363281,5409.60791015625;7;2437
25190;-5.699666500091553,5374.2001953125;6;2437
25191;215.6005401611328,5235.5185546875;5;2437
25192;445.7525939941406,5149.94921875;4;2437
25207;2740.533935546875,11257.6865234375;2;2437
25210;-3467.36962890625,5734.49169921875;26;2437
25211;-3685.099853515625,6155.06103515625;27;2437
25212;-4338.6728515625,6736.34375;28;2437
25213;-4329.53564453125,8314.9189453125;29;2437
25355;-5305.95703125,-5732.12548828125;39;300
25356;-1294.2369384765625,8333.0576171875;1;2447
25357;-1228.5845947265625,8238.6376953125;2;2447
25358;-1211.3719482421875,8173.22998046875;3;2447
25359;-1177.1937255859375,8000.36962890625;4;2447
25360;-1099.9849853515625,7916.275390625;5;2447
25361;-1078.3466796875,7825.7880859375;6;2447
25362;-986.8759765625,7793.330078125;7;2447
25363;-904.7490844726562,7812.51025390625;8;2447
25364;-837.8673706054688,7869.556640625;9;2447
25365;-779.8374633789062,7899.5546875;10;2447
25367;-723.2830200195312,7905.94775390625;11;2447
25368;-683.9407348632812,7878.408203125;12;2447
25370;-616.3211669921875,7829.9677734375;13;2447
25371;-584.8474731445312,7803.90380859375;14;2447
25372;-471.9820556640625,7813.24853515625;18;2447
25373;-437.3116760253906,7844.96728515625;19;2447
25374;-384.445556640625,7845.95068359375;20;2447
25375;-348.0540466308594,7836.11572265625;21;2447
25376;-312.6459655761719,7823.3291015625;22;2447
25377;-257.56683349609375,7793.82275390625;23;2447
25378;-224.37181091308594,7759.3974609375;24;2447
25379;-189.94732666015625,7697.43408203125;25;2447
25380;-182.3247833251953,7644.8134765625;26;2447
25381;-130.19625854492188,7553.8349609375;28;2447
25382;-82.4938735961914,7527.27783203125;29;2447
25383;-24.95589256286621,7486.4619140625;30;2447
25384;-23.480478286743164,7401.3828125;31;2447
25385;10.943921089172363,7316.7978515625;32;2447
25386;45.368385314941406,7285.32373046875;33;2447
25387;148.6421661376953,7236.63720703125;35;2447
25388;210.115234375,7209.0986328125;36;2447
25389;247.49037170410156,7155.98583984375;37;2447
25390;342.4034423828125,7059.10595703125;38;2447
25391;509.609375,6934.1943359375;39;2447
25392;657.1427001953125,6903.7041015625;40;2447
25393;795.82470703125,6878.13134765625;41;2447
25394;861.7228393554688,6945.99658203125;42;2447
25395;897.1321411132812,7148.60986328125;43;2447
25396;1030.169677734375,7313.6015625;44;2447
25397;1108.7484130859375,9543.9443359375;50;2447
25398;-1194.2484130859375,8584.9755859375;65;2447
25399;-1355.4456787109375,8468.421875;66;2447
25400;-1269.8939208984375,8350.5751953125;1;2448
25401;-1209.4052734375,8251.7294921875;2;2448
25402;-1194.6519775390625,8177.9619140625;3;2448
25403;-1162.194580078125,8006.82275390625;4;2448
25404;-1085.4771728515625,7933.056640625;5;2448
25405;-1061.871826171875,7844.53662109375;6;2448
25406;-988.1051635742188,7812.0791015625;7;2448
25407;-911.3878173828125,7832.734375;8;2448
25408;-849.4237060546875,7891.74755859375;9;2448
25409;-796.3117065429688,7971.4150390625;10;2448
25410;-755.0023193359375,8062.88623046875;11;2448
25411;-595.6661987304688,8145.50537109375;12;2448
25412;-498.2940979003906,8177.9619140625;13;2448
25413;-427.47808837890625,8213.3720703125;14;2448
25414;-414.2001037597656,8256.154296875;15;2448
25415;-333.7944030761719,8287.1376953125;17;2448
25416;-229.78330993652344,8349.1005859375;18;2448
25417;-186.99859619140625,8383.0341796875;19;2448
25418;-144.2139434814453,8415.4912109375;20;2448
25419;-42.66189193725586,8474.1376953125;23;2448
25423;3.5666232109069824,8476.8408203125;24;2448
25424;35.04036331176758,8454.21875;25;2448
25425;116.67550659179688,8452.251953125;26;2448
25426;179.62510681152344,8418.810546875;27;2448
25427;220.93447875976562,8375.5341796875;28;2448
25428;176.6744384765625,8332.2578125;29;2448
25429;172.74020385742188,8294.8818359375;30;2448
25430;189.46066284179688,8198.494140625;31;2448
25431;212.0824737548828,8156.20166015625;32;2448
25432;191.4277801513672,8120.79248046875;33;2448
25433;205.1975860595703,8078.5;34;2448
25434;159.95399475097656,8030.3056640625;35;2448
25435;115.6939697265625,7997.84814453125;36;2448
25436;111.75975036621094,7932.93408203125;37;2448
25437;132.4144287109375,7861.1337890625;38;2448
25438;133.39797973632812,7818.84130859375;39;2448
25439;173.72377014160156,7765.72900390625;40;2448
25440;162.90464782714844,7742.1240234375;41;2448
25441;135.36508178710938,7695.89697265625;42;2448
25442;115.6939697265625,7660.48876953125;43;2448
25443;89.13796997070312,7648.68603515625;44;2448
25444;27.173967361450195,7616.228515625;45;2448
25445;-1.3491733074188232,7581.8037109375;46;2448
25446;-1.3491733074188232,7531.642578125;47;2448
25447;-4.299841403961182,7457.8759765625;48;2448
25448;-0.36561742424964905,7403.7802734375;49;2448
25449;33.0753059387207,7337.8818359375;50;2448
25450;104.87486267089844,7299.5234375;51;2448
25451;167.8224334716797,7273.95166015625;52;2448
25452;222.9015655517578,7250.345703125;53;2448
25453;278.9642639160156,7212.970703125;54;2448
25454;369.4513854980469,7191.33251953125;55;2448
25455;518.9519653320312,7198.21728515625;56;2448
25456;594.6882934570312,7267.06591796875;57;2448
25457;589.7704467773438,7357.55322265625;58;2448
25458;554.3624877929688,7495.2509765625;59;2448
25459;568.1322631835938,7618.1962890625;60;2448
25460;567.1487426757812,7730.3212890625;61;2448
25461;541.5762329101562,7885.72314453125;62;2448
25462;518.9544067382812,7952.60498046875;63;2448
25463;512.069580078125,8041.125;64;2448
25464;505.1846923828125,8174.8916015625;65;2448
25465;536.6585083007812,8220.1357421875;66;2448
25466;577.9677734375,8273.2470703125;67;2448
25467;596.6553955078125,8357.8330078125;68;2448
25468;576.9842529296875,8411.9287109375;69;2448
25471;568.1322631835938,8699.130859375;70;2448
25474;651.2427368164062,8992.7236328125;71;2448
25477;586.3280029296875,9197.7939453125;73;2448
25479;487.4806823730469,9235.1728515625;74;2448
25480;261.2628479003906,9195.8310546875;75;2448
25481;148.8328399658203,9208.775390625;76;2448
25482;75.06607818603516,9250.083984375;77;2448
25483;-13.45399284362793,9331.228515625;78;2448
25484;-54.76334762573242,9425.6494140625;79;2448
25485;-228.8527069091797,9415.322265625;81;2448
25486;-276.0634765625,9371.0625;82;2448
25487;-342.4535217285156,9236.806640625;83;2448
25488;-369.0094909667969,9129.107421875;84;2448
25489;-385.2381896972656,8990.4267578125;85;2448
25490;-404.41754150390625,8915.1845703125;86;2448
25491;-475.2335510253906,8813.3876953125;87;2448
25500;-616.86572265625,8571.431640625;88;2448
25501;-720.1390991210938,8519.7939453125;89;2448
25502;-883.9011840820312,8450.4541015625;90;2448
25503;-960.6185913085938,8469.6328125;91;2448
25504;-1022.5827026367188,8488.8125;92;2448
25505;-1143.5601806640625,8477.009765625;93;2448
25506;647.127197265625,9107.3466796875;72;2448
25507;-145.12728881835938,9436.3466796875;80;2448
25508;-6106.05810546875,-2202.906982421875;1;2449
25509;-5947.34228515625,-1806.1158447265625;2;2449
25510;-5956.67822265625,-874.8250122070312;5;2449
25511;-6109.55908203125,-653.0892944335938;6;2449
25512;-6540.19384765625,-279.6390686035156;8;2449
25513;-7021.01025390625,-64.90503692626953;10;2449
25514;-7452.8125,-29.89415168762207;12;2449
25515;-8010.65283203125,-123.2568130493164;14;2449
25516;-8300.0771484375,-468.69781494140625;16;2449
25517;-8412.111328125,-837.4802856445312;17;2449
25518;-8444.7880859375,-1453.672607421875;18;2449
25519;-8255.7294921875,-1988.1734619140625;21;2449
25520;-8405.1103515625,-2083.869384765625;22;2449
25521;-8066.67041015625,-2240.251708984375;24;2449
25522;-7865.94091796875,-2268.260498046875;25;2449
25523;-7830.9306640625,-2422.308837890625;26;2449
25524;-7613.86181640625,-2464.321533203125;27;2449
25525;-7478.486328125,-2555.350830078125;28;2449
25526;-7256.7509765625,-2546.013671875;29;2449
25527;-7053.6875,-2553.0166015625;30;2449
25528;-6925.31396484375,-2527.341552734375;31;2449
25529;-6736.2548828125,-2487.662109375;32;2449
25530;-6507.5166015625,-2403.635986328125;33;2449
25531;-6297.45166015625,-2249.588134765625;34;2449
25532;-8237.56640625,-2164.035400390625;23;2449
25533;-8281.912109375,-1865.2750244140625;20;2449
25534;-8417.2890625,-1816.26025390625;19;2449
25535;-8193.21875,-224.42919921875;15;2449
25536;-8214.2255859375,1066.3082275390625;13;147
25537;-6932.8251953125,-112.39420318603516;7;294
25538;-5978.19384765625,-1792.9193115234375;13;300
25539;-6122.9052734375,-2185.042724609375;12;300
25540;-7752.08056640625,-47.04042053222656;13;2449
25541;-7163.89697265625,-44.70634841918945;11;2449
25542;-6879.1416015625,-103.057861328125;9;2449
25543;-6302.62744140625,-421.6578369140625;7;2449
25544;-5887.16455078125,-1286.427978515625;4;2449
25545;-5856.82177734375,-1573.517822265625;3;2449
25546;-1073.130859375,8607.9091796875;64;2447
25547;-941.826171875,8584.3037109375;63;2447
25548;-757.4095458984375,8641.841796875;62;2447
25549;-739.7055053710938,8771.6728515625;61;2447
25550;-891.6648559570312,9001.8251953125;59;2447
25551;-971.3328857421875,9200.9970703125;58;2447
25552;-980.1848754882812,9612.6142578125;56;2447
25553;-795.7606201171875,9695.232421875;55;2447
25554;-232.18283081054688,9913.58203125;54;2447
25555;390.41436767578125,9892.927734375;52;2447
25556;695.8086547851562,9798.505859375;51;2447
25557;-802.5736694335938,8906.740234375;60;2447
25558;-1062.232421875,9414.2548828125;57;2447
25559;129.83761596679688,9942.42578125;53;2447
25560;1068.150146484375,9018.865234375;48;2447
25561;1141.916748046875,9340.4892578125;49;2447
25562;1121.26220703125,8558.5625;47;2447
25563;1230.4371337890625,8009.73779296875;46;2447
25564;1174.3741455078125,7573.0390625;45;2447
25599;91.00990295410156,7261.13427734375;34;2447
25600;-153.8955841064453,7585.70849609375;27;2447
25601;-500.6913146972656,7790.44091796875;17;2447
25602;-550.8526000976562,7778.14697265625;15;2447
25603;-524.0506591796875,7777.40966796875;16;2447
25604;-6106.05810546875,-2202.906982421875;1;2451
25605;-5947.34228515625,-1806.1158447265625;2;2451
25606;-5856.82177734375,-1573.517822265625;3;2451
25607;-5887.16455078125,-1286.427978515625;4;2451
25608;-5956.67822265625,-874.8250122070312;5;2451
25609;-6109.55908203125,-653.0892944335938;6;2451
25610;-6302.62744140625,-421.6578369140625;7;2451
25611;-6540.19384765625,-279.6390686035156;8;2451
25612;-6879.1416015625,-103.057861328125;9;2451
25613;-7021.01025390625,-64.90503692626953;10;2451
25614;-7163.89697265625,-44.70634841918945;11;2451
25615;-7452.8125,-29.89415168762207;12;2451
25616;-7752.08056640625,-47.04042053222656;13;2451
25617;-8010.65283203125,-123.2568130493164;14;2451
25618;-8193.21875,-224.42919921875;15;2451
25619;-8300.0771484375,-468.69781494140625;16;2451
25620;-8412.111328125,-837.4802856445312;17;2451
25621;-8444.7880859375,-1453.672607421875;18;2451
25622;-8417.2890625,-1816.26025390625;19;2451
25623;-8281.912109375,-1865.2750244140625;20;2451
25624;-8255.7294921875,-1988.1734619140625;21;2451
25625;-8405.1103515625,-2083.869384765625;22;2451
25626;-8237.56640625,-2164.035400390625;23;2451
25627;-8066.67041015625,-2240.251708984375;24;2451
25628;-7865.94091796875,-2268.260498046875;25;2451
25629;-7830.9306640625,-2422.308837890625;26;2451
25630;-7613.86181640625,-2464.321533203125;27;2451
25631;-7478.486328125,-2555.350830078125;28;2451
25632;-7256.7509765625,-2546.013671875;29;2451
25633;-7053.6875,-2553.0166015625;30;2451
25634;-6925.31396484375,-2527.341552734375;31;2451
25635;-6736.2548828125,-2487.662109375;32;2451
25636;-6507.5166015625,-2403.635986328125;33;2451
25637;-6297.45166015625,-2249.588134765625;34;2451
25638;-247.2098846435547,7737.11376953125;1;2452
25639;-219.91615295410156,7696.54248046875;2;2452
25640;-208.85118103027344,7639.00439453125;3;2452
25641;-176.39382934570312,7579.25341796875;4;2452
25642;-159.42745971679688,7540.1572265625;5;2452
25643;-110.7414321899414,7513.6005859375;6;2452
25644;-48.03879165649414,7464.9150390625;7;2452
25645;-45.08816146850586,7400;8;2452
25646;-6.728461265563965,7304.84130859375;9;2452
25647;33.84326171875,7265.0068359375;10;2452
25648;89.72291564941406,7235.5;11;2452
25649;114.80359649658203,7200.830078125;12;2452
25650;133.98294067382812,7149.19384765625;13;2452
25651;130.2946319580078,7067.31201171875;14;2452
25652;54.31489944458008,7062.88623046875;15;2452
25653;-1.0101159811019897,7018.6259765625;16;2452
25654;-93.95616149902344,6918.30322265625;17;2452
25655;-113.13552856445312,6845.2744140625;18;2452
25656;-116.82386779785156,6768.55712890625;19;2452
25657;-145.59288024902344,6731.673828125;20;2452
25658;-189.115234375,6700.69140625;21;2452
25659;-240.01426696777344,6689.626953125;22;2452
25660;-297.55230712890625,6704.3798828125;23;2452
25661;-329.27197265625,6719.13330078125;24;2452
25662;-386.0723571777344,6734.6240234375;25;2452
25663;-457.62603759765625,6737.5751953125;26;2452
25664;-492.29638671875,6688.15087890625;27;2452
25665;-551.309814453125,6664.5458984375;28;2452
25666;-611.060791015625,6576.76416015625;29;2452
25667;-679.6638793945312,6573.81298828125;30;2452
25668;-718.7601928710938,6608.48291015625;31;2452
25669;-768.9215698242188,6615.85986328125;32;2452
25670;-799.1658935546875,6620.2861328125;33;2452
25671;-817.6076049804688,6711.01904296875;34;2452
25672;-829.4102783203125,6758.2294921875;35;2452
25673;-833.0986328125,6793.6376953125;36;2452
25674;-855.2286376953125,6839.37353515625;37;2452
25675;-883.9976196289062,6882.15771484375;38;2452
25676;-880.3093872070312,6908.71337890625;39;2452
25677;-905.3899536132812,6913.1396484375;40;2452
25678;-900.2263793945312,6938.9580078125;41;2452
25679;-909.8159790039062,6961.08837890625;42;2452
25680;-906.8652954101562,7000.921875;43;2452
25681;-894.3250122070312,7013.46240234375;44;2452
25682;-886.9483032226562,7045.92041015625;45;2452
25683;-872.9326171875,7111.572265625;46;2452
25684;-882.5222778320312,7141.81640625;47;2452
25685;-891.3743286132812,7212.63232421875;48;2452
25686;-941.5355834960938,7226.64794921875;49;2452
25687;-972.5177001953125,7228.861328125;50;2452
25688;-967.3539428710938,7266.48291015625;51;2452
25689;-970.3046875,7294.51416015625;52;2452
25690;-950.3876953125,7338.7734375;53;2452
25691;-960.715087890625,7375.65869140625;54;2452
25692;-953.3383178710938,7405.90283203125;55;2452
25693;-957.0266723632812,7437.62255859375;56;2452
25694;-946.6993408203125,7461.228515625;57;2452
25695;-910.5535888671875,7519.5078125;58;2452
25696;-833.8362426757812,7526.884765625;59;2452
25697;-774.8229370117188,7494.42724609375;60;2452
25698;-756.3812255859375,7465.658203125;61;2452
25699;-732.0382080078125,7438.36376953125;62;2452
25700;-707.6951904296875,7414.02099609375;63;2452
25701;-688.515869140625,7368.28564453125;64;2452
25702;-692.9418334960938,7344.6806640625;65;2452
25703;-698.8432006835938,7305.58447265625;66;2452
25704;-717.2849731445312,7282.71630859375;67;2452
25705;-740.8902587890625,7270.91357421875;68;2452
25706;-779.2489013671875,7254.68505859375;69;2452
25707;-796.2152709960938,7235.50634765625;70;2452
25708;-808.0178833007812,7209.6875;71;2452
25709;-814.6570434570312,7194.93408203125;72;2452
25710;-806.5426025390625,7164.68994140625;73;2452
25711;-807.2802734375,7143.29736328125;74;2452
25712;-792.5269165039062,7127.06884765625;75;2452
25713;-771.8722534179688,7123.38037109375;76;2452
25714;-755.6435546875,7119.69189453125;77;2452
25715;-721.7108764648438,7119.69189453125;78;2452
25716;-682.6145629882812,7125.59326171875;79;2452
25717;-670.0741577148438,7142.5595703125;80;2452
25718;-664.1728515625,7179.44384765625;81;2452
25719;-667.1234741210938,7202.31103515625;82;2452
25720;-674.5001831054688,7235.50634765625;83;2452
25721;-670.0741577148438,7269.4384765625;84;2452
25722;-656.7962036132812,7287.88037109375;85;2452
25723;-631.7155151367188,7314.43603515625;86;2452
25724;-600.7334594726562,7327.71435546875;87;2452
25725;-570.4890747070312,7347.63134765625;88;2452
25726;-535.8187866210938,7360.1708984375;89;2452
25727;-512.9510498046875,7387.46533203125;90;2452
25728;-495.2470703125,7416.234375;91;2452
25729;-476.0677185058594,7445.00341796875;92;2452
25730;-459.1014099121094,7478.93603515625;93;2452
25731;-472.37939453125,7498.11572265625;94;2452
25732;-494.5094299316406,7534.99853515625;95;2452
25733;-499.6730651855469,7561.5546875;96;2452
25734;-515.9017333984375,7590.32373046875;97;2452
25735;-552.0474243164062,7700.97412109375;98;2452
25736;-539.5071411132812,7731.95556640625;99;2452
25737;-516.6394653320312,7753.34814453125;100;2452
25738;-493.7717590332031,7771.05224609375;101;2452
25739;-461.314453125,7796.87060546875;102;2452
25740;-428.8570556640625,7823.42724609375;103;2452
25741;-386.07232666015625,7822.6884765625;104;2452
25742;-344.02532958984375,7808.6728515625;105;2452
25743;-313.0433044433594,7799.08251953125;106;2452
25744;-262.8819274902344,7776.21533203125;107;2452
25745;-1430.1478271484375,6553.3486328125;1;2453
25746;-1413.181396484375,6531.21826171875;2;2453
25747;-1408.7554931640625,6509.08837890625;3;2453
25748;-1398.42822265625,6495.07275390625;4;2453
25749;-1381.4617919921875,6490.64697265625;5;2453
25750;-1363.7578125,6495.07275390625;6;2453
25751;-1343.1031494140625,6483.27001953125;7;2453
25752;-1323.1861572265625,6489.17138671875;8;2453
25753;-1299.5806884765625,6489.17138671875;9;2453
25754;-1267.861083984375,6503.18701171875;10;2453
25755;-1260.484375,6509.08837890625;11;2453
25756;-1240.5673828125,6515.7275390625;12;2453
25757;-1222.86328125,6495.07275390625;13;2453
25758;-1194.0919189453125,6477.36865234375;14;2453
25759;-1176.387939453125,6467.77978515625;15;2453
25760;-1155.733154296875,6462.61572265625;16;2453
25761;-1139.5045166015625,6475.8935546875;17;2453
25762;-1106.3095703125,6492.859375;18;2453
25763;-1073.8521728515625,6506.1376953125;19;2453
25764;-1026.6396484375,6532.69384765625;20;2453
25765;-1016.3123168945312,6562.20068359375;21;2453
25766;-1002.2966918945312,6584.33056640625;22;2453
25767;-983.8549194335938,6607.93603515625;23;2453
25768;-979.428955078125,6626.37744140625;24;2453
25769;-978.6912841796875,6649.2451171875;25;2453
25770;-988.2809448242188,6669.16259765625;26;2453
25771;-999.345947265625,6691.2919921875;27;2453
25772;-1030.3280029296875,6738.5029296875;28;2453
25773;-1050.2449951171875,6745.87939453125;29;2453
25774;-1064.2606201171875,6765.79736328125;30;2453
25775;-1076.0633544921875,6789.40283203125;31;2453
25776;-1070.899658203125,6819.64697265625;32;2453
25777;-1072.375,6844.72802734375;33;2453
25778;-1082.702392578125,6856.5302734375;34;2453
25779;-1104.0947265625,6866.1201171875;35;2453
25780;-1129.1754150390625,6873.4970703125;36;2453
25781;-1151.3052978515625,6877.18603515625;37;2453
25782;-1175.6484375,6880.87353515625;38;2453
25783;-1226.5474853515625,6884.5615234375;39;2453
25784;-1254.5787353515625,6883.82421875;40;2453
25785;-1292.1998291015625,6874.234375;41;2453
25786;-1328.345458984375,6849.89404296875;42;2453
25787;-1357.114501953125,6834.4033203125;43;2453
25788;-1396.2108154296875,6827.0263671875;44;2453
25789;-1485.468505859375,6719.3271484375;45;2453
25790;-1489.89453125,6672.85400390625;46;2453
25791;-1486.9439697265625,6641.8720703125;47;2453
25792;-1471.452880859375,6607.939453125;48;2453
25902;-6727.40869140625,-3240.507080078125;1;2455
25903;-6624.39111328125,-3098.857421875;2;2455
25904;-6363.03369140625,-3112.40673828125;3;2455
25905;-6116.2197265625,-3148.892333984375;4;2455
25906;-5998.17822265625,-2925.686767578125;5;2455
25907;-5908.03759765625,-2648.825439453125;6;2455
25908;-5918.7685546875,-2404.157470703125;7;2455
25909;-5972.423828125,-2230.314208984375;8;2455
25910;-6060.41845703125,-2159.489501953125;9;2455
25911;-6204.21435546875,-2189.536376953125;10;2455
25912;-6348.01025390625,-2243.191650390625;11;2455
25913;-6508.9765625,-2339.77099609375;12;2455
25914;-6611.99462890625,-2412.7421875;13;2455
25915;-6785.837890625,-2479.274658203125;14;2455
25916;-6970.41259765625,-2507.17529296875;15;2455
25917;-7026.99072265625,-2535.412109375;16;2455
25918;-7230.8798828125,-2526.827392578125;17;2455
25919;-7468.03662109375,-2533.26611328125;18;2455
25920;-7606.46728515625,-2442.052001953125;19;2455
25921;-7820.0146484375,-2400.200927734375;20;2455
25922;-7847.916015625,-2281.08642578125;21;2455
25923;-8040.0009765625,-2230.650390625;22;2455
25924;-8231.013671875,-2143.72900390625;23;2455
25925;-8385.541015625,-2086.854736328125;24;2455
25926;-8252.4755859375,-2005.298583984375;25;2455
25927;-8249.2568359375,-1964.5206298828125;26;2455
25928;-8283.5966796875,-1842.1866455078125;27;2455
25929;-8400.564453125,-1807.8472900390625;28;2455
25930;-8513.240234375,-1787.4583740234375;29;2455
25931;-8669.9140625,-1858.283203125;30;2455
25932;-8828.7333984375,-1899.0611572265625;31;2455
25933;-9364.2138671875,-1959.1551513671875;32;2455
25934;-9624.9775390625,-2327.230224609375;33;2455
25935;-9838.5263671875,-2795.104248046875;34;2455
25936;-10893.20703125,-3468.010986328125;35;2455
25937;-11675.017578125,-5536.28564453125;36;2455
25938;-9294.8720703125,-5879.67822265625;37;2455
25939;-8320.4912109375,-6051.37646484375;38;2455
25940;-6582.06103515625,-5954.79638671875;39;2455
25941;-6380.08203125,-4937.8056640625;40;2455
25942;-6367.205078125,-4753.23193359375;41;2455
25943;-6392.95947265625,-4607.2890625;42;2455
25944;-6556.0712890625,-4538.61083984375;43;2455
25945;-6671.96728515625,-4431.2998046875;44;2455
25946;-6779.27685546875,-4220.97119140625;45;2455
25947;-6835.07861328125,-3916.209716796875;46;2455
25948;-6869.41796875,-3662.95654296875;47;2455
25949;-6792.15478515625,-3426.873779296875;48;2455
25950;-4045.844970703125,-802.9078369140625;21;153
25951;392.0392150878906,-6014.35791015625;4;139
25952;-4307.68212890625,-779.2996215820312;11;293
25953;-3848.39453125,-719.2066040039062;8;293
25954;-5970.99609375,-247.04080200195312;2;294
25955;-6646.2158203125,-4521.4423828125;4;300
25956;-6534.6123046875,-5633.17724609375;2;300
25957;-4015.7978515625,-770.7144165039062;26;300
25958;-4135.9853515625,-766.4225463867188;25;300
25959;-4251.88134765625,-738.5216064453125;24;300
25960;-3925.6572265625,-807.2000122070312;9;2444
25961;-3807.3798828125,-647.0835571289062;22;153
25962;-5171.2939453125,-350.9059143066406;20;300
25963;-4734.54150390625,-454.99725341796875;21;300
25964;-6184.43994140625,-618.1094360351562;16;300
25965;-5947.2841796875,199.59754943847656;19;300
25966;-3886.0703125,-4126.89892578125;24;155
25967;-3985.530517578125,-4120.34765625;23;155
25968;-4214.22900390625,-4480.07275390625;19;155
25969;-4318.45458984375,-4614.07568359375;18;155
25970;-4621.00341796875,-4721.27880859375;15;155
25971;-4808.60791015625,-4885.65576171875;13;155
25972;-4892.58447265625,-4982.734375;12;155
25973;-5023.60888671875,-5013.7041015625;11;155
25974;-5645.52001953125,-4466.61962890625;7;155
25975;-5716.98876953125,-4444.2861328125;6;155
25976;-5842.05810546875,-4552.38232421875;5;155
25977;-6018.04931640625,-4777.5078125;4;155
25978;-2282.927490234375,-3930.15966796875;34;155
25979;-1380.1488037109375,-5089.13134765625;37;155
25980;-1381.9356689453125,-5476.84716796875;38;155
25981;-4485.1279296875,-4688.99267578125;6;237
25982;-4059.233642578125,-4391.77978515625;10;237
25983;-4307.58642578125,-4628.81640625;8;237
25984;-4404.6640625,-4662.76416015625;7;237
25985;-4609.54052734375,-4735.42431640625;5;237
